userId,movieId,rating,timestamp
358,1271,3.0,1997-07-14 01:26:50
358,1279,4.0,1997-07-14 00:54:24
358,1291,2.0,1997-07-15 01:18:00
358,1295,2.0,1997-07-14 00:44:21
358,1296,3.0,1997-07-14 00:44:39
358,1298,2.0,1997-07-15 00:54:31
358,1300,4.0,1997-07-14 00:39:28
358,1305,3.0,1997-07-14 01:22:38
358,1306,5.0,1997-07-14 00:42:59
358,1340,4.0,1997-07-14 01:27:37
358,1370,3.0,1997-07-15 00:53:18
358,1377,1.0,1997-07-15 01:24:17
358,1380,3.0,1997-07-14 01:00:48
358,1387,3.0,1997-07-15 01:36:29
358,1391,3.0,1997-07-14 01:05:20
358,1562,1.0,1997-07-10 04:07:30
415,18,4.0,2001-03-15 18:15:41
415,32,3.5,2003-10-09 14:40:17
415,47,4.0,2003-12-26 15:34:51
415,50,3.0,2002-04-09 18:22:47
415,69,4.0,2003-10-15 13:41:28
415,104,3.5,2004-02-02 13:52:34
415,105,4.0,2001-03-15 15:28:01
415,110,4.5,2003-10-09 14:39:14
415,141,4.5,2003-10-09 14:39:49
415,150,3.5,2003-12-26 15:26:32
415,157,3.0,2001-03-15 15:16:19
415,180,4.0,2004-01-26 18:43:13
415,185,2.0,2001-03-15 15:16:19
415,216,3.0,2001-03-15 15:22:18
415,231,4.0,2001-03-31 20:40:45
415,260,3.0,2002-01-04 14:02:21
415,282,5.0,2001-03-15 18:06:01
415,293,3.0,2001-03-15 17:57:35
415,296,5.0,2001-03-15 17:54:51
415,318,5.0,2002-01-04 14:10:17
415,333,3.0,2001-03-31 20:39:24
415,344,3.0,2002-06-28 12:26:49
415,356,5.0,2001-03-15 15:16:19
415,357,4.0,2002-07-23 12:15:09
415,358,4.0,2001-03-15 15:15:29
415,364,4.0,2002-08-29 12:07:03
415,367,3.0,2001-03-15 15:23:39
415,370,4.5,2003-10-09 14:38:19
415,377,3.0,2002-08-05 13:02:42
415,380,2.0,2001-03-15 15:21:17
415,413,2.0,2001-11-20 15:36:12
415,471,4.0,2003-12-22 18:27:29
415,480,4.0,2001-03-16 14:26:14
415,508,3.0,2001-07-03 13:01:03
415,527,2.0,2001-03-15 18:25:51
415,539,3.0,2003-11-20 19:35:56
415,543,4.0,2001-03-15 15:22:18
415,553,4.0,2003-12-26 15:33:50
415,555,4.0,2003-12-26 15:27:21
415,586,3.0,2001-03-31 20:37:28
415,590,4.0,2003-12-26 15:27:37
415,592,3.0,2002-07-23 12:11:27
415,593,4.0,2001-03-15 17:54:26
415,595,3.0,2002-07-23 12:11:28
415,597,3.0,2001-03-15 15:23:06
415,663,3.5,2004-01-20 14:27:48
415,708,3.0,2001-03-15 15:20:54
415,719,3.5,2003-12-30 15:10:33
415,733,3.0,2001-07-03 12:59:41
415,778,2.5,2003-12-26 15:31:15
415,780,3.0,2002-06-28 12:26:49
415,785,5.0,2001-03-15 18:13:35
415,788,5.0,2002-06-28 12:26:49
415,805,3.5,2004-05-04 20:03:42
415,912,3.5,2003-10-26 16:44:17
415,919,4.0,2001-06-20 16:52:57
415,932,3.0,2001-04-01 03:22:14
415,1013,3.0,2001-06-20 16:56:24
415,1020,3.0,2004-02-23 16:14:31
415,1028,3.0,2001-03-16 14:28:07
415,1030,5.0,2001-06-20 16:55:06
415,1073,4.0,2001-03-15 21:51:37
415,1079,3.5,2003-10-09 14:40:37
415,1080,4.5,2003-10-09 14:37:57
415,1089,4.0,2001-03-15 21:38:14
415,1092,3.5,2003-10-09 14:39:41
415,1093,4.0,2001-03-19 15:33:41
415,1097,4.0,2001-03-15 18:02:34
415,1120,3.0,2002-01-04 14:09:14
415,1127,3.0,2001-03-15 18:29:48
415,1136,5.0,2001-03-15 15:25:38
415,1183,1.0,2002-01-04 14:04:50
415,1196,3.0,2001-03-15 21:40:51
415,1197,4.0,2001-11-20 15:35:52
415,1199,3.0,2004-02-09 14:22:57
415,1204,2.0,2003-12-16 18:24:58
415,1213,3.0,2001-03-15 17:54:51
415,1220,3.0,2001-03-16 14:26:55
415,1225,4.5,2003-10-09 14:37:53
415,1247,3.5,2004-02-23 16:13:14
415,1258,4.5,2004-01-09 13:56:13
415,1265,3.0,2001-03-15 15:17:17
415,1270,3.5,2003-10-15 13:40:51
415,1278,4.0,2003-04-01 13:16:58
415,1282,2.0,2001-06-20 16:52:57
415,1288,3.5,2003-10-09 14:41:55
415,1297,3.0,2002-08-05 13:03:02
415,1298,5.0,2001-06-20 16:55:06
415,1307,3.0,2001-03-15 21:44:21
415,1336,1.0,2001-06-20 16:52:06
415,1339,4.0,2001-03-15 18:24:09
415,1358,3.5,2003-10-09 14:40:13
415,1387,4.0,2003-01-27 17:46:13
415,1393,3.0,2002-08-05 13:02:12
415,1407,2.0,2001-03-15 18:23:37
415,1441,3.0,2001-03-15 15:22:52
415,1449,3.5,2003-12-26 15:30:21
415,1468,4.5,2003-10-09 14:39:10
415,1476,3.0,2002-06-28 12:22:05
415,1513,1.0,2002-01-04 14:10:17
415,1517,5.0,2002-01-04 14:03:21
415,1527,3.0,2002-07-23 12:15:10
415,1580,3.0,2001-03-15 15:20:54
415,1597,4.0,2004-02-04 13:31:08
415,1608,3.0,2001-11-26 15:17:51
415,1614,3.0,2001-03-15 15:20:13
415,1617,3.5,2003-11-24 14:37:32
415,1625,3.0,2003-12-26 15:22:55
415,1644,2.0,2001-03-15 18:31:41
415,1645,4.0,2001-06-20 16:49:06
415,1673,3.0,2001-03-15 17:57:35
415,1674,3.0,2002-06-28 12:26:50
415,1678,1.0,2001-03-15 15:27:39
415,1704,3.0,2001-03-15 17:56:11
415,1721,4.0,2002-08-29 12:08:17
415,1727,3.5,2003-10-09 14:42:31
415,1732,5.0,2002-07-23 12:12:32
415,1754,4.0,2003-09-22 17:53:25
415,1772,1.0,2001-03-16 14:26:55
415,1777,3.0,2001-03-15 15:22:37
415,1784,4.0,2002-06-28 12:26:50
415,1883,3.0,2002-07-23 12:13:34
415,1911,3.0,2001-03-19 15:33:41
415,1917,4.0,2001-03-16 14:29:38
415,1923,5.0,2001-03-15 15:17:30
415,1954,3.0,2001-03-16 14:30:14
415,1961,4.0,2001-03-16 14:29:12
415,1962,4.0,2003-02-14 20:38:09
415,1968,4.0,2001-03-15 15:27:39
415,2001,3.0,2001-03-31 20:41:37
415,2028,3.0,2001-03-15 17:55:28
415,2059,3.0,2001-06-20 16:56:24
415,2067,3.0,2001-06-11 12:16:02
415,2078,4.0,2001-03-16 14:27:53
415,2088,4.0,2001-06-20 16:55:06
415,2150,3.5,2003-10-09 14:42:25
415,2155,2.0,2001-03-15 15:19:20
415,2161,3.0,2001-11-26 15:16:44
415,2167,1.0,2001-03-15 18:06:40
415,2194,3.0,2002-01-04 13:58:07
415,2236,4.0,2001-03-15 18:20:20
415,2248,4.5,2004-01-09 13:55:47
415,2263,4.0,2003-12-26 15:34:41
415,2273,3.0,2002-07-22 12:44:01
415,2279,2.0,2001-06-20 16:50:51
415,2302,4.0,2001-03-15 15:19:57
415,2321,3.0,2002-01-04 14:09:15
415,2325,2.0,2002-01-04 14:07:57
415,2335,3.0,2001-03-16 14:31:07
415,2338,2.0,2001-03-15 18:31:41
415,2353,3.0,2002-07-16 12:11:54
415,2387,3.5,2004-06-11 14:08:00
415,2389,3.0,2001-06-20 16:51:28
415,2409,3.0,2001-03-16 14:30:14
415,2410,3.0,2001-03-16 14:30:14
415,2411,3.0,2001-03-16 14:30:14
415,2412,1.0,2001-03-16 14:30:14
415,2421,3.0,2004-02-23 16:14:00
415,2423,4.5,2003-10-15 13:41:02
415,2431,4.0,2001-03-15 18:20:04
415,2502,3.0,2001-03-15 18:14:06
415,2513,3.0,2001-06-20 16:50:51
415,2529,4.5,2003-10-09 14:43:08
415,2541,3.0,2001-03-19 15:32:48
415,2542,3.0,2003-10-15 13:41:18
415,2571,4.0,2002-08-29 12:07:04
415,2587,3.0,2001-03-15 18:16:10
415,2598,3.0,2004-01-08 15:02:18
415,2617,2.0,2001-06-20 16:44:55
415,2628,3.0,2001-03-15 15:15:44
415,2657,2.0,2001-03-16 14:30:14
415,2683,5.0,2001-03-15 18:11:41
415,2694,3.0,2001-03-15 18:12:01
415,2700,4.5,2004-01-09 13:55:59
415,2701,3.5,2003-10-09 14:40:27
415,2706,4.5,2003-10-09 14:42:12
415,2710,2.0,2001-03-15 18:12:01
415,2712,1.0,2002-01-04 14:04:51
415,2718,2.0,2001-06-12 12:21:15
415,2719,2.0,2001-03-15 18:31:08
415,2723,3.0,2001-03-15 18:14:06
415,2762,4.0,2001-03-15 18:09:40
415,2770,3.0,2001-03-15 15:19:20
415,2772,2.0,2002-07-22 12:45:44
415,2791,4.0,2001-03-15 18:03:07
415,2803,3.0,2003-01-08 21:13:12
415,2804,5.0,2001-03-15 18:02:04
415,2805,3.0,2001-03-15 18:13:49
415,2858,5.0,2001-03-15 15:17:17
415,2871,2.5,2004-08-30 17:15:31
415,2881,3.0,2002-07-17 12:12:08
415,2907,3.0,2001-03-15 18:15:06
415,2908,3.0,2001-03-15 17:55:59
415,2915,3.0,2001-03-15 21:40:51
415,2916,3.0,2001-03-16 14:30:29
415,2918,3.5,2003-12-26 15:56:20
415,2941,3.5,2003-10-09 14:41:47
415,2959,5.0,2001-03-15 15:25:15
415,2968,3.0,2004-02-02 14:01:09
415,2997,3.0,2001-03-15 15:17:42
415,3005,4.0,2001-06-12 12:20:59
415,3052,4.0,2001-03-15 15:18:59
415,3081,3.0,2001-06-20 16:49:06
415,3100,3.0,2001-03-15 21:45:02
415,3147,4.5,2003-12-26 15:39:13
415,3174,3.0,2003-10-15 13:41:52
415,3176,4.0,2001-03-15 18:15:06
415,3177,3.0,2001-03-15 17:59:39
415,3186,3.0,2001-09-25 16:52:13
415,3247,2.0,2003-02-14 20:41:42
415,3252,5.0,2001-03-15 15:24:50
415,3253,3.0,2001-03-15 15:18:04
415,3256,3.5,2004-02-23 16:13:29
415,3273,1.0,2001-03-19 15:37:01
415,3301,4.0,2003-12-02 13:32:56
415,3386,2.0,2001-03-15 21:40:30
415,3408,3.5,2003-10-09 14:42:20
415,3450,4.0,2001-03-15 15:21:29
415,3476,4.5,2003-10-09 14:42:35
415,3484,4.0,2002-07-03 13:43:25
415,3499,3.0,2001-06-20 16:47:49
415,3502,3.0,2001-03-15 18:16:24
415,3528,3.0,2001-11-26 15:17:51
415,3555,3.5,2003-10-09 14:40:20
415,3578,4.5,2003-10-09 14:41:29
415,3617,4.0,2001-03-15 17:59:17
415,3671,3.0,2002-07-23 12:12:33
415,3693,3.0,2001-03-16 14:30:54
415,3717,3.5,2003-10-15 13:39:34
415,3751,3.0,2001-06-20 16:40:32
415,3752,3.5,2003-10-09 14:40:49
415,3753,4.0,2001-03-15 18:14:21
415,3793,3.0,2003-05-08 14:56:01
415,3798,4.0,2002-06-18 18:04:17
415,3821,4.0,2001-03-16 14:28:52
415,3868,4.0,2003-10-09 14:39:27
415,3869,4.5,2003-10-09 14:38:17
415,3897,4.5,2004-02-23 13:34:27
415,3911,4.0,2003-12-26 15:30:09
415,3916,3.5,2003-12-26 14:36:10
415,3948,4.0,2002-08-29 12:07:04
415,3988,3.0,2001-03-15 17:59:50
415,3994,4.0,2003-01-23 13:17:13
415,3996,3.0,2002-01-04 13:58:26
415,4014,3.0,2001-11-20 15:34:10
415,4016,3.5,2003-10-15 13:39:12
415,4019,4.0,2004-01-09 13:55:23
415,4022,3.0,2001-03-15 18:07:04
415,4025,3.0,2001-11-20 15:38:49
415,4027,4.5,2003-10-09 14:38:25
415,4034,4.0,2002-01-04 14:12:50
415,4129,4.0,2002-08-29 12:07:05
415,4226,3.0,2002-07-24 12:50:03
415,4239,3.5,2004-02-23 13:34:17
415,4248,1.0,2002-06-18 18:05:17
415,4262,3.5,2003-12-23 13:14:38
415,4306,4.0,2001-11-26 15:13:22
415,4310,3.0,2002-08-15 14:47:57
415,4321,3.5,2004-02-23 16:13:37
415,4340,1.0,2002-06-18 18:04:56
415,4344,4.0,2002-06-28 12:22:17
415,4489,4.5,2003-12-26 15:24:32
415,4499,3.5,2003-10-09 14:39:54
415,4545,3.0,2004-02-23 16:15:09
415,4571,3.0,2002-01-04 13:59:21
415,4602,4.0,2004-02-23 16:17:20
415,4639,2.0,2003-01-31 20:02:56
415,4643,3.0,2001-12-03 13:52:28
415,4678,2.0,2002-06-28 12:27:53
415,4701,4.0,2002-07-22 12:44:01
415,4718,4.0,2002-06-28 12:26:50
415,4720,4.0,2002-08-05 13:02:43
415,4776,3.0,2002-08-05 13:01:20
415,4787,3.0,2001-11-26 15:16:44
415,4848,3.0,2002-09-09 20:21:14
415,4849,4.5,2003-12-26 14:26:35
415,4890,3.0,2003-02-14 20:35:50
415,4951,3.0,2002-01-04 14:00:28
415,4958,3.0,2002-07-16 12:16:25
415,4963,3.0,2002-06-28 12:23:10
415,4975,3.0,2002-09-09 20:21:33
415,4979,4.0,2002-07-23 12:10:13
415,4993,3.0,2003-01-08 21:14:31
415,4995,4.5,2003-10-09 14:39:46
415,5064,3.0,2003-04-14 17:09:36
415,5152,4.0,2002-09-26 18:45:28
415,5283,5.0,2003-10-09 14:41:58
415,5299,4.0,2003-02-17 14:25:11
415,5349,3.0,2004-07-13 12:38:41
415,5378,4.0,2004-08-17 18:02:36
415,5418,3.5,2003-12-26 15:25:32
415,5445,4.0,2003-04-14 17:09:52
415,5463,3.5,2004-02-02 13:52:51
415,5464,4.0,2003-10-09 14:37:09
415,5481,4.0,2003-01-08 21:15:03
415,5502,4.0,2003-04-07 16:22:36
415,5528,3.5,2004-01-20 14:27:36
415,5572,2.5,2003-12-12 21:18:44
415,5679,4.0,2003-03-17 15:52:43
415,5816,3.5,2003-09-22 17:54:33
415,5945,3.5,2003-10-09 14:36:46
415,5952,3.5,2003-11-20 19:35:37
415,5956,3.5,2003-12-04 16:55:24
415,5989,4.5,2003-12-26 15:39:19
415,5991,2.5,2003-12-16 18:25:12
415,6003,3.5,2004-01-22 13:27:34
415,6188,4.0,2003-12-26 15:33:26
415,6212,3.5,2003-10-23 12:28:26
415,6287,3.5,2003-12-16 18:25:31
415,6296,2.0,2003-11-03 20:00:01
415,6323,4.0,2003-11-18 13:37:59
415,6365,3.5,2003-10-26 16:36:26
415,6377,3.5,2004-01-12 15:58:48
415,6378,3.5,2003-11-20 19:32:32
415,6502,4.5,2003-11-18 13:42:08
415,6539,4.0,2010-05-02 20:55:18
415,6565,3.5,2004-01-02 22:37:39
415,6807,4.5,2003-10-09 14:45:03
415,6832,4.0,2003-11-20 19:37:09
415,6874,4.5,2004-10-01 20:23:44
415,6880,4.0,2003-10-28 15:10:29
415,6947,3.0,2004-05-04 20:03:27
415,6957,4.0,2003-12-05 13:48:50
415,6979,3.5,2003-12-26 14:35:38
415,7163,3.0,2004-08-17 18:02:51
415,7254,4.0,2004-08-17 18:03:03
415,7438,4.0,2004-10-01 20:23:46
415,8636,3.5,2004-07-13 12:38:35
415,45666,4.0,2010-05-02 20:57:22
415,69122,5.0,2010-05-02 20:56:59
496,1,5.0,2000-11-21 02:32:40
496,21,4.0,2000-11-21 02:40:34
496,34,5.0,2000-11-21 02:36:27
496,39,4.0,2000-11-21 02:44:36
496,70,4.0,2000-11-21 02:15:03
496,95,3.0,2000-11-21 02:04:34
496,110,3.0,2000-11-21 02:07:32
496,141,3.0,2000-11-21 04:09:48
496,235,4.0,2000-11-21 02:33:12
496,260,5.0,2000-11-21 04:21:17
496,317,4.0,2000-11-21 04:15:49
496,339,3.0,2000-11-21 04:00:58
496,352,4.0,2000-11-21 03:59:58
496,356,5.0,2000-11-21 02:46:05
496,367,5.0,2000-11-21 02:43:03
496,368,4.0,2000-11-21 02:25:29
496,371,3.0,2000-11-21 04:19:19
496,440,4.0,2000-11-21 02:48:39
496,457,4.0,2000-11-21 04:23:03
496,471,4.0,2000-11-21 02:49:09
496,480,5.0,2000-11-21 02:13:41
496,514,4.0,2000-11-21 04:07:29
496,551,4.0,2000-11-21 02:10:50
496,587,4.0,2000-11-21 04:05:26
496,588,5.0,2000-11-21 02:47:36
496,589,5.0,2000-11-21 02:07:32
496,590,4.0,2000-11-21 02:25:29
496,799,4.0,2000-11-21 04:09:48
496,849,5.0,2000-11-21 02:04:34
496,852,3.0,2000-11-21 02:49:09
496,858,4.0,2000-11-21 04:21:17
496,908,5.0,2000-11-21 02:09:50
496,910,4.0,2000-11-21 02:27:45
496,940,3.0,2000-11-21 04:23:03
496,951,4.0,2000-11-21 02:40:34
496,955,4.0,2000-11-21 02:44:36
496,996,3.0,2000-11-21 02:26:12
496,1020,4.0,2000-11-21 04:08:47
496,1035,3.0,2000-11-21 02:10:50
496,1036,5.0,2000-11-21 04:21:17
496,1073,3.0,2000-11-21 02:45:39
496,1077,4.0,2000-11-21 02:39:04
496,1078,4.0,2000-11-21 02:39:51
496,1079,4.0,2000-11-21 02:38:03
496,1080,5.0,2000-11-21 02:32:40
496,1081,3.0,2000-11-21 04:06:13
496,1136,5.0,2000-11-21 02:29:02
496,1171,4.0,2000-11-21 02:12:49
496,1196,5.0,2000-11-21 04:21:17
496,1197,4.0,2000-11-21 04:23:03
496,1198,5.0,2000-11-21 02:04:34
496,1200,5.0,2000-11-21 04:22:00
496,1214,4.0,2000-11-21 04:21:17
496,1215,4.0,2000-11-21 02:39:04
496,1220,5.0,2000-11-21 02:41:30
496,1221,4.0,2000-11-21 04:21:17
496,1222,4.0,2000-11-21 04:23:03
496,1233,5.0,2000-11-21 04:21:17
496,1234,4.0,2000-11-21 02:29:02
496,1240,4.0,2000-11-21 04:22:00
496,1242,4.0,2000-11-21 04:22:00
496,1256,5.0,2000-11-21 02:35:06
496,1259,4.0,2000-11-21 02:09:50
496,1266,5.0,2000-11-21 02:25:29
496,1269,4.0,2000-11-21 02:07:32
496,1270,5.0,2000-11-21 02:29:45
496,1276,5.0,2000-11-21 02:33:42
496,1278,4.0,2000-11-21 02:31:19
496,1288,5.0,2000-11-21 02:29:45
496,1291,5.0,2000-11-21 04:22:00
496,1292,3.0,2000-11-21 02:36:27
496,1304,4.0,2000-11-21 02:29:02
496,1307,4.0,2000-11-21 02:39:04
496,1377,2.0,2000-11-21 02:04:34
496,1380,4.0,2000-11-21 04:02:19
496,1387,5.0,2000-11-21 04:23:03
496,1395,5.0,2000-11-21 04:07:29
496,1405,4.0,2000-11-21 02:45:39
496,1476,5.0,2000-11-21 04:09:48
496,1544,4.0,2000-11-21 02:19:18
496,1580,5.0,2000-11-21 02:40:34
496,1641,5.0,2000-11-21 04:00:58
496,1663,4.0,2000-11-21 02:40:34
496,1845,4.0,2000-11-21 02:46:57
496,1858,4.0,2000-11-21 02:46:57
496,1883,5.0,2000-11-21 02:41:30
496,1923,4.0,2000-11-21 03:59:58
496,1953,4.0,2000-11-21 04:23:03
496,1969,4.0,2000-11-21 02:19:18
496,1970,4.0,2000-11-21 02:19:18
496,1973,5.0,2000-11-21 02:17:52
496,2000,5.0,2000-11-21 02:38:03
496,2012,5.0,2000-11-21 02:25:29
496,2023,4.0,2000-11-21 02:05:28
496,2028,4.0,2000-11-21 04:23:03
496,2064,5.0,2000-11-21 02:35:06
496,2065,4.0,2000-11-21 04:06:13
496,2081,5.0,2000-11-21 02:46:57
496,2108,4.0,2000-11-21 02:43:03
496,2109,5.0,2000-11-21 04:10:40
496,2124,3.0,2000-11-21 03:59:58
496,2150,4.0,2000-11-21 04:02:19
496,2174,5.0,2000-11-21 02:36:27
496,2208,4.0,2000-11-21 02:39:51
496,2278,4.0,2000-11-21 04:22:00
496,2291,4.0,2000-11-21 02:13:41
496,2301,4.0,2000-11-21 02:48:09
496,2302,4.0,2000-11-21 04:00:58
496,2321,4.0,2000-11-21 02:42:12
496,2352,4.0,2000-11-21 02:46:05
496,2355,5.0,2000-11-21 02:43:03
496,2396,4.0,2000-11-21 02:32:40
496,2416,5.0,2000-11-21 04:17:13
496,2454,5.0,2000-11-21 02:15:03
496,2455,5.0,2000-11-21 02:10:50
496,2456,2.0,2000-11-21 02:21:44
496,2470,5.0,2000-11-21 02:50:01
496,2539,4.0,2000-11-21 04:17:56
496,2571,4.0,2000-11-21 04:23:03
496,2657,5.0,2000-11-21 02:15:03
496,2671,4.0,2000-11-21 04:05:26
496,2699,4.0,2000-11-21 04:17:13
496,2701,3.0,2000-11-21 02:05:28
496,2716,5.0,2000-11-21 02:32:40
496,2779,4.0,2000-11-21 04:05:26
496,2788,5.0,2000-11-21 02:32:40
496,2791,5.0,2000-11-21 02:07:32
496,2795,4.0,2000-11-21 02:48:09
496,2804,4.0,2000-11-21 02:35:06
496,2867,4.0,2000-11-21 02:47:36
496,2915,4.0,2000-11-21 02:44:36
496,2918,5.0,2000-11-21 02:39:04
496,2948,3.0,2000-11-21 02:10:50
496,3039,5.0,2000-11-21 02:39:04
496,3040,4.0,2000-11-21 02:48:39
496,3052,5.0,2000-11-21 02:46:57
496,3070,5.0,2000-11-21 04:07:29
496,3072,3.0,2000-11-21 02:40:34
496,3087,3.0,2000-11-21 04:10:40
496,3088,4.0,2000-11-21 02:47:36
496,3108,3.0,2000-11-21 02:43:47
496,3210,4.0,2000-11-21 02:46:05
496,3253,4.0,2000-11-21 04:19:20
496,3255,4.0,2000-11-21 02:48:09
496,3358,3.0,2000-11-21 03:59:58
496,3361,2.0,2000-11-21 02:42:12
496,3362,5.0,2000-11-21 02:39:04
496,3363,4.0,2000-11-21 02:38:03
496,3421,5.0,2000-11-21 02:39:51
496,3424,5.0,2000-11-21 02:38:03
496,3504,4.0,2000-11-21 02:32:40
496,3506,4.0,2000-11-21 04:17:56
496,3513,4.0,2000-11-21 02:16:33
496,3524,2.0,2000-11-21 04:19:20
496,3552,4.0,2000-11-21 02:48:09
496,3555,3.0,2000-11-21 04:24:23
496,3608,4.0,2000-11-21 04:15:49
496,3671,4.0,2000-11-21 02:41:30
496,3703,4.0,2000-11-21 04:22:00
496,3740,4.0,2000-11-21 04:00:58
496,3814,4.0,2000-11-21 02:39:51
496,3836,4.0,2000-11-21 02:48:39
496,3923,2.0,2000-11-21 02:19:18
496,3926,3.0,2000-11-21 02:21:44
496,3927,5.0,2000-11-21 02:14:19
496,3957,4.0,2000-11-21 02:22:44
496,3984,3.0,2000-11-21 02:10:50
496,5060,4.0,2000-11-21 02:29:02
532,235,4.5,2008-06-13 04:50:24
532,296,4.5,2008-06-13 05:00:15
532,301,3.5,2008-06-13 05:08:12
532,551,4.5,2008-06-13 04:52:30
532,595,5.0,2008-06-13 04:58:47
532,741,0.5,2008-06-13 05:06:07
532,1197,4.0,2008-06-13 04:57:01
532,1391,3.5,2008-06-13 04:52:48
532,1688,4.0,2008-06-13 04:18:43
532,1734,5.0,2008-06-13 04:59:24
532,2009,4.5,2008-06-13 04:44:36
532,2141,3.5,2008-06-13 04:18:03
532,2394,3.5,2008-06-13 04:16:55
532,2424,2.5,2008-06-13 04:57:11
532,2571,4.0,2008-06-13 05:03:25
532,2762,4.0,2008-06-13 05:01:43
532,2959,4.5,2008-06-13 04:48:22
532,3081,4.0,2008-06-13 04:51:28
532,3421,4.0,2008-06-13 05:01:25
532,3476,4.5,2008-06-13 05:03:14
532,4306,4.0,2008-06-13 05:04:14
532,4308,5.0,2008-06-13 04:58:12
532,4973,5.0,2008-06-13 04:45:48
532,4993,0.5,2008-06-13 05:01:07
532,5618,5.0,2008-06-13 04:54:24
532,5952,0.5,2008-06-13 05:02:03
532,6242,4.0,2008-06-13 05:07:10
532,6283,0.5,2008-06-13 05:06:14
532,6539,4.5,2008-06-13 04:49:59
532,6566,0.5,2008-06-13 04:27:28
532,6587,0.5,2008-06-13 04:27:17
532,6709,4.5,2008-06-13 04:51:14
532,6874,5.0,2008-06-13 04:58:28
532,7022,4.5,2008-06-13 05:05:08
532,7147,4.5,2008-06-13 04:57:41
532,7153,0.5,2008-06-13 05:02:10
532,7347,4.5,2008-06-13 04:51:24
532,7438,4.5,2008-06-13 04:58:31
532,8012,4.0,2008-06-13 05:05:00
